case_title,subject,reason,type,location,neighborhood,location_street_name,location_zipcode,latitude,longitude
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,717 Atlantic Ave  Boston  MA  02111,Downtown / Financial District,717 Atlantic Ave  Boston  MA  02111,2111.0,42.3509,-71.0568
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,101 Moraine St  Jamaica Plain  MA  02130,Jamaica Plain,101 Moraine St  Jamaica Plain  MA  02130,2130.0,42.3203,-71.1165
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,18 Melvin Ave  Brighton  MA  02135,Allston / Brighton,18 Melvin Ave  Brighton  MA  02135,2135.0,42.3444,-71.1411
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,1856 Dorchester Ave  Dorchester  MA  02124,Dorchester,1856 Dorchester Ave  Dorchester  MA  02124,2124.0,42.2874,-71.0637
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,308 Newbury St  Boston  MA  02115,Back Bay,308 Newbury St  Boston  MA  02115,2115.0,42.3486,-71.0853
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,1593-1595 Dorchester Ave  Dorchester  MA  02124,Dorchester,1593-1595 Dorchester Ave  Dorchester  MA  02124,2124.0,42.2964,-71.0615
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Kneeland St & Frontage Rd  Boston  MA  ,Downtown / Financial District,INTERSECTION of Kneeland St & Frontage Rd  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,1019 Commonwealth Ave  Boston  MA  02215,Allston / Brighton,1019 Commonwealth Ave  Boston  MA  02215,2215.0,42.3523,-71.1214
Request for Pothole Repair,Public Works Department,Highway Maintenance,Request for Pothole Repair,460 E Third St  South Boston  MA  02127,South Boston / South Boston Waterfront,460 E Third St  South Boston  MA  02127,2127.0,42.3365,-71.0415
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Columbus Ave & Dartmouth St  Boston  MA  ,South End,INTERSECTION of Columbus Ave & Dartmouth St  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Essex St & John F. Fitzgerald Surface Rd  Boston  MA  ,Downtown / Financial District,INTERSECTION of Essex St & John F. Fitzgerald Surface Rd  Boston  MA  ,,42.3594,-71.0587
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,25 Belmont St  Charlestown  MA  02129,Charlestown,25 Belmont St  Charlestown  MA  02129,2129.0,42.3812,-71.0652
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,43 Belmont St  Charlestown  MA  02129,Charlestown,43 Belmont St  Charlestown  MA  02129,2129.0,42.3816,-71.0649
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,25 Belmont St  Charlestown  MA  02129,Charlestown,25 Belmont St  Charlestown  MA  02129,2129.0,42.3812,-71.0652
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,110 Warren St  Allston  MA  02134,Allston / Brighton,110 Warren St  Allston  MA  02134,2134.0,42.3494,-71.1414
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INTERSECTION of Bayside St & Savin Hill Ave  Dorchester  MA  ,Dorchester,INTERSECTION of Bayside St & Savin Hill Ave  Dorchester  MA  ,,42.3594,-71.0587
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,1590 Dorchester Ave  Dorchester  MA  02122,Dorchester,1590 Dorchester Ave  Dorchester  MA  02122,2122.0,42.2963,-71.0611
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,2129 Washington St  Roxbury  MA  02119,Roxbury,2129 Washington St  Roxbury  MA  02119,2119.0,42.3319,-71.082
Parks General Request,Parks & Recreation Department,Administrative & General Requests,Parks General Request,2 Grotto Glen Rd  Jamaica Plain  MA  02130,Jamaica Plain,2 Grotto Glen Rd  Jamaica Plain  MA  02130,2130.0,42.3254,-71.1083
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Commonwealth Ave & Royce Rd  Allston  MA  ,Allston / Brighton,INTERSECTION of Commonwealth Ave & Royce Rd  Allston  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,59 Centre St  Dorchester  MA  02124,Dorchester,59 Centre St  Dorchester  MA  02124,2124.0,42.2908,-71.0689
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Joy St & Myrtle St  Boston  MA  ,Beacon Hill,INTERSECTION of Joy St & Myrtle St  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Boylston St & Tremont St  Boston  MA  ,Downtown / Financial District,INTERSECTION of Boylston St & Tremont St  Boston  MA  ,,42.3594,-71.0587
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,11 Robeson St  Jamaica Plain  MA  02130,Jamaica Plain,11 Robeson St  Jamaica Plain  MA  02130,2130.0,42.3102,-71.1016
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,247 Cornell St  Roslindale  MA  02131,Roslindale,247 Cornell St  Roslindale  MA  02131,2131.0,42.2804,-71.1365
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,1167 Boylston St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,1167 Boylston St  Boston  MA  02215,2215.0,42.3469,-71.0935
Street Light Outages,Public Works Department,Street Lights,Street Light Outages,INTERSECTION of Cooper St & Endicott St  Boston  MA  ,Downtown / Financial District,INTERSECTION of Cooper St & Endicott St  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,100-128 Dartmouth St  Boston  MA  02116,South End,100-128 Dartmouth St  Boston  MA  02116,2116.0,42.3461,-71.0756
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,24 Westland Ave  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,24 Westland Ave  Boston  MA  02115,2115.0,42.3433,-71.0871
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,12 Reddy Ave  Hyde Park  MA  02136,Hyde Park,12 Reddy Ave  Hyde Park  MA  02136,2136.0,42.2624,-71.1119
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,151 Kittredge St  Roslindale  MA  02131,Roslindale,151 Kittredge St  Roslindale  MA  02131,2131.0,42.2804,-71.1316
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,25 Bentley St  Brighton  MA  02135,Brighton,25 Bentley St  Brighton  MA  02135,2135.0,42.3504,-71.1516
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,333 Beacon St  Boston  MA  02116,Back Bay,333 Beacon St  Boston  MA  02116,2116.0,42.3525,-71.0826
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,39 Princeton St  East Boston  MA  02128,East Boston,39 Princeton St  East Boston  MA  02128,2128.0,42.3768,-71.0375
Public Works General Request,Public Works Department,Administrative & General Requests,Public Works General Request,39 Princeton St  East Boston  MA  02128,East Boston,39 Princeton St  East Boston  MA  02128,2128.0,42.3768,-71.0375
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,1 Longfellow Pl  Boston  MA  02114,Back Bay,1 Longfellow Pl  Boston  MA  02114,2114.0,42.3636,-71.0647
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,22 Wadsworth St  Allston  MA  02134,Allston / Brighton,22 Wadsworth St  Allston  MA  02134,2134.0,42.3551,-71.1257
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,800 Boylston St  Boston  MA  02199,Boston,800 Boylston St  Boston  MA  02199,2199.0,42.3473,-71.0815
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,153 Everett St  East Boston  MA  02128,East Boston,153 Everett St  East Boston  MA  02128,2128.0,42.3664,-71.0325
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,274 Bunker Hill St  Charlestown  MA  02129,Charlestown,274 Bunker Hill St  Charlestown  MA  02129,2129.0,42.38,-71.065
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,10 Huntington Ave  Boston  MA  02116,Back Bay,10 Huntington Ave  Boston  MA  02116,2116.0,42.3486,-71.0773
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Trenton St & Meridian St  East Boston  MA  ,East Boston,INTERSECTION of Trenton St & Meridian St  East Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of D St & Congress St  Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of D St & Congress St  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Hill Top St & Granite Ave  Dorchester  MA  ,Dorchester,INTERSECTION of Hill Top St & Granite Ave  Dorchester  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,135 Granite Ave  Dorchester  MA  02124,Dorchester,135 Granite Ave  Dorchester  MA  02124,2124.0,42.2789,-71.0546
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,68 Bowdoin Ave  Dorchester  MA  02121,Dorchester,68 Bowdoin Ave  Dorchester  MA  02121,2121.0,42.3006,-71.0736
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Columbus Ave & Dartmouth St  Boston  MA  ,South End,INTERSECTION of Columbus Ave & Dartmouth St  Boston  MA  ,,42.3594,-71.0587
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,426 E First St  South Boston  MA  02127,South Boston / South Boston Waterfront,426 E First St  South Boston  MA  02127,2127.0,42.3381,-71.0426
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,50 Commonwealth Ave  Boston  MA  02116,Back Bay,50 Commonwealth Ave  Boston  MA  02116,2116.0,42.3526,-71.074
Aircraft Noise Disturbance,Mayor's 24 Hour Hotline,Massport,Aircraft Noise Disturbance,3 Grew Hill Rd  Roslindale  MA  02131,Hyde Park,3 Grew Hill Rd  Roslindale  MA  02131,2131.0,42.2724,-71.1291
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,18 Elgin St  West Roxbury  MA  02132,West Roxbury,18 Elgin St  West Roxbury  MA  02132,2132.0,42.28,-71.1597
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,315 A St  Boston  MA  02210,South Boston / South Boston Waterfront,315 A St  Boston  MA  02210,2210.0,42.3487,-71.0484
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,41 Westland Ave  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,41 Westland Ave  Boston  MA  02115,2115.0,42.344,-71.0878
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,27 Harwood St  Dorchester  MA  02124,Greater Mattapan,27 Harwood St  Dorchester  MA  02124,2124.0,42.2859,-71.0876
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,INTERSECTION of E Berkeley St & Harrison Ave  Roxbury  MA  ,South End,INTERSECTION of E Berkeley St & Harrison Ave  Roxbury  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,30 Peterborough St  Boston  MA  02215,Fenway / Kenmore / Audubon Circle / Longwood,30 Peterborough St  Boston  MA  02215,2215.0,42.3438,-71.0961
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,44 Cummings Rd  Brighton  MA  02135,Allston / Brighton,44 Cummings Rd  Brighton  MA  02135,2135.0,42.3408,-71.145
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,70 Lincoln St  Boston  MA  02111,Boston,70 Lincoln St  Boston  MA  02111,2111.0,42.352,-71.0579
Dumpster & Loading Noise Disturbances,Neighborhood Services,Neighborhood Services Issues,Dumpster & Loading Noise Disturbances,326 Commonwealth Ave  Boston  MA  02115,Back Bay,326 Commonwealth Ave  Boston  MA  02115,2115.0,42.3492,-71.0866
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,90 Dartmouth St  Boston  MA  02116,South End,90 Dartmouth St  Boston  MA  02116,2116.0,42.3454,-71.0752
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,493 Ashmont St  Dorchester  MA  02122,Dorchester,493 Ashmont St  Dorchester  MA  02122,2122.0,42.2887,-71.053
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,1212 Commonwealth Ave  Allston  MA  02134,Allston / Brighton,1212 Commonwealth Ave  Allston  MA  02134,2134.0,42.3502,-71.1303
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,70 Lincoln St  Boston  MA  02111,Boston,70 Lincoln St  Boston  MA  02111,2111.0,42.352,-71.0579
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,23 Armstrong St  Jamaica Plain  MA  02130,Jamaica Plain,23 Armstrong St  Jamaica Plain  MA  02130,2130.0,42.3214,-71.1039
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,30 S Huntington Ave  Mission Hill  MA  02120,Mission Hill,30 S Huntington Ave  Mission Hill  MA  02120,2120.0,42.3312,-71.1115
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,444 E Eighth St  South Boston  MA  02127,South Boston / South Boston Waterfront,444 E Eighth St  South Boston  MA  02127,2127.0,42.3315,-71.0431
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,147-149 Charles St  Boston  MA  02114,Beacon Hill,147-149 Charles St  Boston  MA  02114,2114.0,42.3605,-71.0706
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,216 W Fifth St  South Boston  MA  02127,South Boston / South Boston Waterfront,216 W Fifth St  South Boston  MA  02127,2127.0,42.3364,-71.0505
Automotive Noise Disturbance,Boston Police Department,Noise Disturbance,Automotive Noise Disturbance,333 Commonwealth Ave  Boston  MA  02115,Back Bay,333 Commonwealth Ave  Boston  MA  02115,2115.0,42.3498,-71.0875
Animal Noise Disturbances,Animal Control,Animal Issues,Animal Noise Disturbances,INTERSECTION of Columbia Rd & O St  South Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of Columbia Rd & O St  South Boston  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,39-49 Warren St  Charlestown  MA  02129,Charlestown,39-49 Warren St  Charlestown  MA  02129,2129.0,42.3734,-71.0611
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of Seaport Blvd & E Service Rd  Boston  MA  ,South Boston / South Boston Waterfront,INTERSECTION of Seaport Blvd & E Service Rd  Boston  MA  ,,42.3594,-71.0587
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,86 Crawford St  Dorchester  MA  02121,Roxbury,86 Crawford St  Dorchester  MA  02121,2121.0,42.313,-71.089
Generic Noise Disturbance,Mayor's 24 Hour Hotline,Generic Noise Disturbance,Undefined Noise Disturbance,57 Catherine St  Roslindale  MA  02131,Jamaica Plain,57 Catherine St  Roslindale  MA  02131,2131.0,42.2886,-71.1158
Parking Enforcement,Transportation - Traffic Division,Enforcement & Abandoned Vehicles,Parking Enforcement,69 Saint Richard St  Roxbury  MA  02119,Roxbury,69 Saint Richard St  Roxbury  MA  02119,2119.0,42.3232,-71.0828
Work Hours-Loud Noise Complaints,Public Works Department,Highway Maintenance,Work Hours-Loud Noise Complaints,INTERSECTION of W Brookline St & Tremont St  Roxbury  MA  ,South End,INTERSECTION of W Brookline St & Tremont St  Roxbury  MA  ,,42.3594,-71.0587
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,119 Park St  West Roxbury  MA  02132,West Roxbury,119 Park St  West Roxbury  MA  02132,2132.0,42.2845,-71.1556
Loud Parties/Music/People,Boston Police Department,Noise Disturbance,Loud Parties/Music/People,119 Park St  West Roxbury  MA  02132,West Roxbury,119 Park St  West Roxbury  MA  02132,2132.0,42.2845,-71.1556
Public Events Noise Disturbances,Consumer Affairs & Licensing,Consumer Affairs Issues,Public Events Noise Disturbances,INTERSECTION of North St & Congress St  Boston  MA  ,Downtown / Financial District,INTERSECTION of North St & Congress St  Boston  MA  ,,42.3594,-71.0587
